danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4
0.631,0.239,11,-7.071,0,0.0398,0.864,0.0,0.116,0.0927,79.859,audio_features,4y4spB9m0Q6026KfkAvy9Q,spotify:track:4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/tracks/4y4spB9m0Q6026KfkAvy9Q,https://api.spotify.com/v1/audio-analysis/4y4spB9m0Q6026KfkAvy9Q,149297,4
0.686,0.538,2,-8.026,1,0.0345,0.181,3.13e-06,0.113,0.584,115.884,audio_features,31qCy5ZaophVA81wtlwLc4,spotify:track:31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/tracks/31qCy5ZaophVA81wtlwLc4,https://api.spotify.com/v1/audio-analysis/31qCy5ZaophVA81wtlwLc4,190779,4
0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720,4
0.717,0.55,10,-6.019,0,0.0521,0.0358,0.00196,0.126,0.332,96.976,audio_features,0171XsIM2xyeXRr6wsugEI,spotify:track:0171XsIM2xyeXRr6wsugEI,https://api.spotify.com/v1/tracks/0171XsIM2xyeXRr6wsugEI,https://api.spotify.com/v1/audio-analysis/0171XsIM2xyeXRr6wsugEI,171333,4
0.599,0.667,7,-4.267,1,0.0367,0.0533,0.0,0.134,0.817,80.984,audio_features,72Q0FQQo32KJloivv5xge2,spotify:track:72Q0FQQo32KJloivv5xge2,https://api.spotify.com/v1/tracks/72Q0FQQo32KJloivv5xge2,https://api.spotify.com/v1/audio-analysis/72Q0FQQo32KJloivv5xge2,288877,4
0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,audio_features,1mSdbey7RstGLY2udgXv74,spotify:track:1mSdbey7RstGLY2udgXv74,https://api.spotify.com/v1/tracks/1mSdbey7RstGLY2udgXv74,https://api.spotify.com/v1/audio-analysis/1mSdbey7RstGLY2udgXv74,263289,4
0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,audio_features,66hayvUbTotekKU3H4ta1f,spotify:track:66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/tracks/66hayvUbTotekKU3H4ta1f,https://api.spotify.com/v1/audio-analysis/66hayvUbTotekKU3H4ta1f,250286,4
0.608,0.547,11,-8.151,1,0.0368,0.131,0.0,0.0974,0.108,99.947,audio_features,4MmMxyew8yq1OEyJOMaX6M,spotify:track:4MmMxyew8yq1OEyJOMaX6M,https://api.spotify.com/v1/tracks/4MmMxyew8yq1OEyJOMaX6M,https://api.spotify.com/v1/audio-analysis/4MmMxyew8yq1OEyJOMaX6M,174406,4
0.653,0.816,2,-4.353,1,0.167,0.228,0.0,0.0967,0.816,178.085,audio_features,6rPO02ozF3bM7NnOV4h6s2,spotify:track:6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,228827,4
0.509,0.228,4,-8.68,1,0.0332,0.92,0.0,0.104,0.586,90.674,audio_features,3T03rPwlL8NVk1yIaxeD8U,spotify:track:3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/tracks/3T03rPwlL8NVk1yIaxeD8U,https://api.spotify.com/v1/audio-analysis/3T03rPwlL8NVk1yIaxeD8U,156468,4
0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,audio_features,0pwYLVXVknPSGUQb39cePC,spotify:track:0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/tracks/0pwYLVXVknPSGUQb39cePC,https://api.spotify.com/v1/audio-analysis/0pwYLVXVknPSGUQb39cePC,229467,4
0.727,0.716,9,-5.429,1,0.0346,0.00968,0.0,0.12,0.911,150.071,audio_features,59ltMnCjkPJqUM4pBlc1o2,spotify:track:59ltMnCjkPJqUM4pBlc1o2,https://api.spotify.com/v1/tracks/59ltMnCjkPJqUM4pBlc1o2,https://api.spotify.com/v1/audio-analysis/59ltMnCjkPJqUM4pBlc1o2,215020,4
0.602,0.843,0,-4.831,1,0.0593,0.000688,5.27e-05,0.0682,0.526,128.003,audio_features,190jyVPHYjAqEaOGmMzdyk,spotify:track:190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/tracks/190jyVPHYjAqEaOGmMzdyk,https://api.spotify.com/v1/audio-analysis/190jyVPHYjAqEaOGmMzdyk,227987,4
0.689,0.695,11,-5.22,1,0.0429,0.019,0.0,0.123,0.359,75.05,audio_features,55sgQENF3LY1sUcJUwasLl,spotify:track:55sgQENF3LY1sUcJUwasLl,https://api.spotify.com/v1/tracks/55sgQENF3LY1sUcJUwasLl,https://api.spotify.com/v1/audio-analysis/55sgQENF3LY1sUcJUwasLl,168253,4
0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,audio_features,3A7qX2QjDlPnazUsRk5y0M,spotify:track:3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/tracks/3A7qX2QjDlPnazUsRk5y0M,https://api.spotify.com/v1/audio-analysis/3A7qX2QjDlPnazUsRk5y0M,194897,4
0.677,0.633,7,-7.831,1,0.0771,0.0314,0.0,0.112,0.409,89.934,audio_features,5NU40QTlXrDUJzDBdv79bg,spotify:track:5NU40QTlXrDUJzDBdv79bg,https://api.spotify.com/v1/tracks/5NU40QTlXrDUJzDBdv79bg,https://api.spotify.com/v1/audio-analysis/5NU40QTlXrDUJzDBdv79bg,187239,4
